NAME,POSITION,HEIGHT,FOOT,AGE,RATING,NATION
Andrea Carboni,Defence,185,Left,21,84,Italy
Panagiotis Retsos,Defence,186,Right,23,84,Greece
Norbert Gyömbér,Defence,189,Right,30,84,Slovakia
Fabio Lucioni,Defence,185,Right,34,84,Italy
Mateo Musacchio,Defence,182,Right,31,84,Argentina
Marco Carnesecchi,Goalkeeper,191,Right,22,84,Italy
Michele di Gregorio,Goalkeeper,187,Right,24,84,Italy
Alex Cordaz,Goalkeeper,188,Right,39,84,Italy
Isaac Success,Attack,186,Right,26,83,Nigeria
Leonardo Mancuso,Attack,182,Right,30,83,Italy
Aleksandr Kokorin,Attack,183,Right,31,83,Russia
Dany Mota,Attack,180,Right,24,83,Portugal
Assan Ceesay,Attack,188,Right,28,83,Gambia
Sam Lammers,Attack,189,Right,25,83,Netherlands
Luca Vido,Attack,181,Right,25,83,Italy
Mirko Marić,Attack,188,Both,27,83,Croatia
Christian Gytkjaer,Attack,185,Right,32,83,Denmark
Milan Djurić,Attack,199,Right,32,83,Bosnia & Herzegovina
Samuel di Carmine,Attack,185,Right,33,83,Italy
Gianluca Gaetano,Midfield,175,Right,22,83,Italy
Abdelhamid Sabiri,Midfield,183,Right,25,83,Germany
Kevin Agudelo,Attack,178,Left,23,83,Colombia
Cristian Buonaiuto,Attack,180,Right,29,83,Italy
Salvatore Molina,Midfield,174,Right,30,83,Italy
Antonino Ragusa,Attack,183,Right,32,83,Italy
Marco D'Alessandro,Attack,173,Right,31,83,Italy
Diego Perotti,Attack,179,Right,33,83,Argentina
Nicola Zalewski,Midfield,170,Right,20,83,Poland
Sofian Kiyine,Midfield,182,Right,24,83,Morocco
José Machín,Midfield,184,Right,25,83,Equatorial Guinea
Mattia Valoti,Midfield,181,Right,28,83,Italy
Lewis Ferguson,Midfield,178,Right,22,83,Scotland
Joel Obi,Midfield,177,Left,31,83,Nigeria
Mamadou Coulibaly,Midfield,183,Right,23,83,Senegal
Grigoris Kastanos,Midfield,176,Left,24,83,Cyprus
Luca Valzania,Midfield,182,Both,26,83,Italy
Žan Majer,Midfield,179,Right,29,83,Slovenia
Mehdi Bourabia,Midfield,183,Right,30,83,Morocco
Mato Jajalo,Midfield,182,Right,34,83,Bosnia & Herzegovina
Jakub Kiwior,Defence,189,Left,22,83,Poland
Marco Carraro,Midfield,187,Both,24,83,Italy
Michele Castagnetti,Midfield,180,Right,32,83,Italy
Fabiano Parisi,Defence,178,Left,21,83,Italy
Salva Ferrer,Defence,184,Right,24,83,Spain
Kevin Rüegg,Defence,173,Right,23,83,Switzerland
Gianluca Frabotta,Defence,187,Left,23,83,Italy
Leonardo Sernicola,Defence,188,Right,25,83,Italy
Pedro Pereira,Defence,182,Right,24,83,Portugal
Federico Mattiello,Defence,182,Right,27,83,Italy
Ibrahima Mbaye,Defence,188,Right,27,83,Senegal
Marvin Zeegelaar,Midfield,186,Left,31,83,Netherlands
Davide Santon,Defence,187,Right,31,83,Italy
Samuele Birindelli,Defence,175,Right,22,83,Italy
Giulio Donati,Defence,179,Right,32,83,Italy
Matteo Gabbia,Defence,185,Right,22,83,Italy
Luca Marrone,Defence,186,Right,32,83,Italy
Ardian Ismajli,Defence,185,Right,25,83,Albania
Arturo Calabresi,Defence,186,Right,26,83,Italy
Frédéric Veseli,Defence,183,Right,29,83,Albania
Caleb Okoli,Defence,187,Right,21,83,Italy
Julian Chabot,Defence,194,Left,24,83,Germany
Alessandro Buongiorno,Defence,191,Left,23,83,Italy
Jacob Rasmussen,Defence,190,Left,25,83,Denmark
Elio Capradossi,Defence,185,Both,26,83,Italy
Filip Benković,Defence,194,Right,25,83,Croatia
Kastriot Dermaku,Defence,194,Right,30,83,Albania
Matteo Bianchetti,Defence,189,Right,29,83,Italy
Luca Caldirola,Defence,189,Left,31,83,Italy
Stefan Strandberg,Defence,189,Left,31,83,Norway
Wladimiro Falcone,Goalkeeper,195,Right,27,83,Italy
Jeroen Zoet,Goalkeeper,186,Right,31,83,Netherlands
Francesco Bardi,Goalkeeper,188,Right,30,83,Italy
Etrit Berisha,Goalkeeper,194,Left,33,83,Albania
Gianluca Pegolo,Goalkeeper,183,Left,41,83,Italy
Daniele Padelli,Goalkeeper,191,Right,36,83,Italy
Kaio Jorge,Attack,182,Right,20,82,Brazil
Christian Capone,Attack,180,Right,23,82,Italy
Jaime Báez,Attack,180,Right,27,82,Uruguay
Darian Males,Attack,185,Left,21,82,Switzerland
Sebastiano Esposito,Attack,186,Right,20,82,Italy
Eddie Salcedo,Attack,178,Left,20,82,Italy
Cristo González,Attack,180,Both,24,82,Spain
Ilija Nestorovski,Attack,183,Left,32,82,North Macedonia
Agustín Álvarez Martínez,Attack,180,Right,21,82,Uruguay
Janis Antiste,Attack,182,Left,19,82,France
Martín Satriano,Attack,187,Right,21,82,Uruguay
Roberto Piccoli,Attack,193,Right,21,82,Italy
Dávid Strelec,Attack,185,Left,21,82,Slovakia
Diego Valencia,Attack,181,Right,22,82,Chile
Manuel de Luca,Attack,192,Right,23,82,Italy
Felipe Vizeu,Attack,184,Left,25,82,Brazil
Luca Strizzolo,Attack,188,Right,30,82,Italy
Federico Santander,Attack,187,Right,31,82,Paraguay
Ebrima Colley,Attack,181,Right,22,82,Gambia
Luca Zanimacchia,Attack,178,Right,23,82,Italy
Orji Okwonkwo,Attack,178,Right,24,82,Nigeria
Patrick Ciurria,Attack,178,Right,27,82,Italy
Francesco di Mariano,Attack,175,Right,26,82,Italy
Nadir Zortea,Midfield,175,Right,23,82,Italy
Wajdi Kéchrida,Defence,184,Right,26,82,Tunisia
Kristoffer Askildsen,Midfield,190,Right,21,82,Norway
Nicolò Fagioli,Midfield,178,Right,21,82,Italy
Michele Cavion,Midfield,175,Both,27,82,Italy
Jacopo Segre,Midfield,185,Right,25,82,Italy
Mehdi Léris,Midfield,186,Right,24,82,France
Michael Folorunsho,Midfield,185,Right,24,82,Italy
Emil Bohinen,Midfield,189,Left,23,82,Norway
Giovanni Crociata,Midfield,176,Right,24,82,Italy
Jacopo Sala,Defence,184,Right,30,82,Italy
Fabio Maistro,Midfield,180,Right,24,82,Italy
Mario Gargiulo,Midfield,185,Left,26,82,Italy
Matteo Scozzarella,Midfield,175,Right,34,82,Italy
Sandi Lovric,Midfield,180,Right,24,82,Slovenia
Kristjan Asllani,Midfield,175,Right,20,82,Albania
Luca Palmiero,Midfield,177,Right,26,82,Italy
Léo Sena,Midfield,175,Right,26,82,Brazil
Leonardo Capezzi,Midfield,178,Right,27,82,Italy
Emanuele Valeri,Defence,180,Right,23,82,Italy
Marco Sala,Defence,182,Left,23,82,Italy
Liberato Cacace,Defence,170,Left,21,82,New Zealand
Valentin Gendrey,Defence,179,Right,22,82,France
Bryan Reynolds,Defence,191,Right,21,82,United States
Luca Vignali,Defence,183,Right,26,82,Italy
Pawel Jaroszynski,Defence,187,Left,27,82,Poland
Riza Durmisi,Defence,171,Left,28,82,Denmark
Riccardo Fiamozzi,Defence,178,Right,29,82,Italy
Jordan Lukaku,Defence,183,Left,27,82,Belgium
Tyronne Ebuehi,Defence,175,Right,26,82,Nigeria
Mario Sampirisi,Defence,185,Right,29,82,Italy
Federico Peluso,Defence,188,Left,38,82,Italy
Federico Gatti,Defence,183,Right,24,82,Italy
Brandon Soppy,Defence,181,Right,20,82,France
Dimitrije Kamenović,Defence,187,Left,21,82,Serbia
Giorgio Scalvini,Defence,194,Right,18,82,Italy
Mattia Viti,Defence,190,Right,20,82,Italy
Ruan Tressoldi,Defence,187,Right,23,82,Brazil
Valentin Antov,Defence,188,Right,21,82,Bulgaria
Davide Bettella,Defence,185,Right,22,82,Italy
Petko Hristov,Defence,191,Right,23,82,Bulgaria
Alessandro Tuia,Defence,184,Right,32,82,Italy
Gabriel Paletta,Defence,190,Right,36,82,Italy
Alessandro Plizzari,Goalkeeper,187,Right,22,82,Italy
Samuele Perisan,Goalkeeper,191,Right,24,82,Italy
Stefano Gori,Goalkeeper,185,Right,26,82,Italy
Alessandro Micai,Goalkeeper,186,Right,28,82,Italy
Samir Ujkani,Goalkeeper,186,Right,34,82,Kosovo
Emanuele Cicerelli,Attack,170,Right,27,81,Italy
Davide Diaw,Attack,191,Right,30,81,Italy
Andrea Colpani,Midfield,184,Left,23,81,Italy
Felix Afena-Gyan,Attack,175,Right,19,80,Ghana
Marco Tumminello,Attack,180,Left,23,80,Italy
Samuele Mulattieri,Attack,183,Right,21,80,Italy
Emil Konradsen Ceide,Attack,176,Right,20,80,Norway
Alessio Zerbin,Attack,182,Right,23,80,Italy
Simone Edera,Attack,176,Left,25,80,Italy
Filipe Mikael,Attack,184,Right,23,80,Brazil
Lorenzo Colombo,Attack,183,Left,20,80,Italy
Frank Tsadjout,Attack,190,Left,22,80,Italy
Erik Botheim,Attack,188,Right,22,80,Norway
Pietro Pellegri,Attack,188,Right,21,80,Italy
Cedric Gondo,Attack,187,Right,25,80,Ivory Coast
Samuel Mráz,Attack,184,Right,25,80,Slovakia
Daniel Ciofani,Attack,190,Right,36,80,Italy
Lazar Samardzic,Midfield,185,Left,20,80,Germany
Ante Ćorić,Midfield,176,Both,25,80,Croatia
Demba Seck,Attack,186,Left,21,80,Senegal
Nicolò Cambiaghi,Midfield,173,Right,21,80,Italy
Salvatore Elia,Attack,183,Right,23,80,Italy
Bryan Cabezas,Attack,182,Right,25,80,Ecuador
Cristiano Lombardi,Attack,179,Left,26,80,Italy
Paolo Bartolomei,Midfield,178,Right,32,80,Italy
Marco Pinato,Defence,175,Left,27,80,Italy
Kingsley Michael,Midfield,176,Right,22,80,Nigeria
Filippo Ranocchia,Midfield,178,Right,21,80,Italy
John Björkengren,Midfield,180,Right,23,80,Sweden
Patryk Dziczek,Midfield,181,Right,24,80,Poland
Andrea Schiavone,Midfield,176,Right,29,80,Italy
Nicola Rigoni,Midfield,187,Right,31,80,Italy
Josh Doig,Defence,175,Left,20,80,Scotland
Antonino Gallo,Midfield,183,Left,22,80,Italy
Aleksa Terzić,Midfield,184,Left,22,80,Serbia
Filippo Costa,Defence,176,Left,27,80,Italy
Alessandro Fiordaliso,Defence,184,Right,23,80,Italy
Federico Baschirotto,Defence,184,Right,25,80,Italy
Riccardo Calafiori,Defence,183,Left,20,80,Italy
Simone Canestrelli,Defence,192,Right,21,80,Italy
Luis Binks,Defence,188,Left,20,80,England
Radu Dragusin,Defence,191,Right,20,80,Romania
Mert Çetin,Defence,182,Right,25,80,Turkey
Luca Ravanelli,Defence,185,Right,25,80,Italy
Marco Varnier,Defence,186,Both,24,80,Italy
Luka Bogdan,Defence,195,Right,26,80,Croatia
Valerio Mantovani,Defence,184,Right,26,80,Italy
Lorenco Šimić,Defence,195,Right,26,80,Croatia
Ivor Pandur,Goalkeeper,187,Right,22,80,Croatia
Michele Cerofolini,Goalkeeper,188,Right,23,80,Italy
Federico Ravaglia,Goalkeeper,190,Right,22,80,Italy
Mile Svilar,Goalkeeper,189,Right,22,80,Serbia
Eugenio Lamanna,Goalkeeper,186,Right,32,80,Italy
Carlo Pinsoglio,Goalkeeper,188,Left,32,80,Italy
Vincenzo Fiorillo,Goalkeeper,190,Left,32,80,Italy
Antonio Rosati,Goalkeeper,195,Right,39,80,Italy
Tommaso Morosini,Midfield,185,Right,30,79,Italy
Christian Mora,Defence,183,Right,24,79,Italy
Armando Anastasio,Defence,175,Right,25,79,Italy
Pablo Rodríguez,Attack,178,Right,20,78,Spain
Simone Mazzocchi,Attack,178,Right,23,78,Italy
Luca Moro,Attack,189,Right,21,78,Italy
Facundo Colidio,Attack,179,Right,22,78,Argentina
Alessandro Rossi,Attack,183,Right,25,78,Italy
Lubomir Tupta,Attack,180,Right,24,78,Slovakia
Thorir Jóhann Helgason,Midfield,178,Right,21,78,
Daniel Maldini,Midfield,186,Right,20,78,Italy
Hamza Rafia,Midfield,178,Right,23,78,Tunisia
André Anderson,Midfield,180,Right,22,78,Italy
Marcin Listkowski,Attack,178,Right,24,78,Poland
Matteo Cancellieri,Attack,175,Left,20,78,Italy
Magnus Warming,Attack,187,Right,22,78,Denmark
Christopher Lungoyi,Attack,175,Left,22,78,Switzerland
Marley Aké,Attack,177,Right,21,78,France
Marco Olivieri,Attack,177,Right,23,78,Italy
Félix Correia,Attack,180,Right,21,78,Portugal
Alessandro Mallamo,Midfield,174,Right,23,78,Italy
Francesco Orlando,Attack,168,Right,25,78,Italy
Tommaso Milanese,Midfield,173,Right,19,78,Italy
Hans Nicolussi Caviglia,Midfield,180,Right,22,78,Italy
Salvatore Pezzella,Midfield,178,Right,22,78,Italy
Fabio Miretti,Midfield,179,Right,18,78,Italy
Ebrima Darboe,Midfield,176,Right,21,78,Gambia
Daouda Peeters,Midfield,185,Right,23,78,Belgium
Simone Muratore,Midfield,186,Right,24,78,Italy
Denso Kasius,Defence,186,Right,19,78,Netherlands
Festy Ebosele,Defence,180,Right,19,78,Ireland
Gabriele Ferrarini,Defence,176,Right,22,78,Italy
Matteo Ruggeri,Defence,175,Left,20,78,Italy
Emil Holm,Midfield,191,Right,22,78,Sweden
Brayan Vera,Defence,178,Both,23,78,Colombia
Djavan Anderson,Defence,174,Right,27,78,Suriname
Alessandro Crescenzi,Defence,178,Both,30,78,Italy
Alessandro Zanoli,Defence,188,Right,21,78,Italy
Rodrigo Guth,Defence,191,Right,21,78,Brazil
Lorenzo Pirola,Defence,185,Left,20,78,Italy
William Bianda,Defence,185,Left,22,78,France
Stefano Turati,Goalkeeper,186,Right,20,78,Italy
Nikita Contini,Goalkeeper,190,Right,26,78,Italy
Nicola Ravaglia,Goalkeeper,184,Right,33,78,Italy
Sydney van Hooijdonk,Attack,188,Right,22,77,Netherlands
Gabriele Gori,Attack,187,Left,23,77,Italy
Leonardo Candellone,Attack,186,Right,24,77,Italy
Ferdinando del Sole,Midfield,180,Left,24,77,Italy
Gianmarco Cangiano,Midfield,175,Right,20,77,Italy
Aurélien Nguiamba,Midfield,178,Left,23,77,France
Gabriel Lunetta,Midfield,186,Left,25,77,Italy
Mirko Esposito,Defence,172,Right,26,77,Italy
Davide Merola,Attack,180,Left,22,76,Italy
Ognjen Stijepović,Attack,187,Left,22,76,Montenegro
David Flakus Bosilj,Attack,171,Right,20,76,Slovenia
Alejandro Marqués,Attack,189,Right,21,76,Spain
Franco Ferrari,Attack,191,Right,26,76,Argentina
Julian Kristoffersen,Attack,198,Right,25,76,Norway
Toni Fruk,Midfield,173,Left,21,76,Croatia
Alessandro Cortinovis,Midfield,180,Right,21,76,Italy
Riccardo Ciervo,Attack,190,Right,20,76,Italy
Leandro Sanca,Attack,184,Right,22,76,Portugal
Raúl Moro,Attack,169,Right,19,76,Spain
Vincenzo Millico,Attack,173,Right,21,76,Italy
Edoardo Bove,Midfield,171,Right,20,76,Italy
Emil Kornvig,Midfield,187,Right,22,76,Denmark
Marco Brescianini,Defence,169,Left,22,76,Italy
Ibrahim Karamoko,Midfield,187,Right,20,76,France
Jacopo da Riva,Midfield,187,Right,21,76,Italy
Andri Fannar Baldursson,Midfield,180,Right,20,76,
Emanuele Zuelli,Midfield,179,Right,20,76,Italy
Alessandro di Pardo,Defence,182,Right,22,76,Italy
Andrade Wesley,Midfield,179,Right,22,76,Brazil
Sanasi Sy,Defence,175,Left,23,76,France
Paolo Gozzi,Defence,187,Left,21,76,Italy
Diego Coppola,Defence,192,Right,18,76,Italy
Mario Gila,Defence,184,Right,21,76,Spain
Bruno Amione,Defence,187,Left,20,76,Argentina
Andrea Meroni,Defence,188,Right,25,76,Italy
Gabriele Corbo,Defence,186,Right,22,76,Italy
Alessandro Russo,Goalkeeper,193,Right,21,76,Italy
Gabriel Brazão,Goalkeeper,191,Right,21,76,Brazil
Mattia del Favero,Goalkeeper,190,Right,24,76,Italy
Marius Adamonis,Goalkeeper,187,Right,25,76,Lithuania
Marco Bleve,Goalkeeper,184,Right,26,76,Italy
Emiliano Gómez,Attack,178,Right,20,75,Uruguay
Emmanuel Latte Lath,Attack,180,Right,23,75,Ivory Coast
Matteo Brunori Sandri,Attack,180,Right,27,75,Italy
Matteo Stoppa,Attack,175,Right,21,75,Italy
Edoardo Vergani,Attack,186,Right,21,75,Italy
Samuele Vignato,Midfield,189,Right,18,75,Italy
Brian Oddei,Attack,175,Right,19,75,Italy
Lorenzo Peli,Midfield,174,Right,22,75,Italy
Musa Juwara,Attack,170,Left,20,75,Gambia
Aimar Sher,Midfield,175,Right,19,75,Sweden
Tochi Chukwuani,Midfield,178,Right,19,75,Denmark
Andrea Ghion,Midfield,180,Right,22,75,Italy
Reda Boultam,Midfield,187,Both,24,75,Netherlands
Alessandro Lovisa,Midfield,188,Right,20,75,Italy
Matteo Angeli,Defence,185,Right,19,75,Italy
Nikolaos Michelis,Defence,192,Left,21,75,Greece
Christian Dalle Mura,Defence,185,Right,20,75,Italy
Albian Hajdari,Defence,189,Right,19,75,Switzerland
Alessandro Minelli,Defence,193,Right,22,75,Italy
Koni de Winter,Defence,188,Right,20,75,Belgium
Jacopo Furlan,Goalkeeper,189,Right,29,75,Italy
Alessandro Berardi,Goalkeeper,164,Right,31,75,Italy
Francesco Rossi,Goalkeeper,193,Right,31,75,Italy
Eugenio D'Ursi,Attack,175,Right,27,74,Italy
Simone Giordano,Defence,170,Left,20,74,Italy
David Heidenreich,Defence,182,Right,22,74,Czech Republic
Filippo D'Andrea,Attack,180,Right,23,73,Italy
Matías Soulè,Attack,176,Left,19,73,Argentina
Giuseppe Ambrosino,Attack,182,Right,18,73,Italy
Jacopo Pellegrini,Attack,185,Right,21,73,Italy
Emanuele Pecorino,Attack,192,Left,21,73,Italy
Marko Lazetić,Attack,190,Right,18,73,Serbia
Nicola Rauti,Attack,180,Right,22,73,Italy
Erik Gerbi,Attack,181,Both,22,73,Italy
Michele Vano,Attack,190,Right,30,73,Italy
Nikola Sekulov,Midfield,185,Right,20,73,Italy
Tommaso Baldanzi,Attack,170,Left,19,73,Italy
Felice D'Amico,Midfield,175,Right,21,73,Italy
Luka Romero,Midfield,175,Left,17,73,Argentina
Ronaldo Camará,Midfield,174,Right,19,73,Portugal
Ben Lhassine Kone,Attack,175,Left,22,73,
Tòfol Montiel,Midfield,178,Left,22,73,Spain
Alessio Riccardi,Midfield,178,Right,21,73,Italy
Tommaso Fantacci,Midfield,175,Left,25,73,Italy
Niccolò Pierozzi,Midfield,184,Left,20,73,Italy
Suf Podgoreanu,Attack,193,Right,19,73,Israel
Mattia Compagnon,Midfield,171,Left,20,73,Italy
Giacomo Manzari,Midfield,178,Left,21,73,Italy
Dennis Politic,Attack,175,Right,22,73,Romania
Christian Koffi,Attack,173,Right,21,73,France
Karim Zedadka,Defence,180,Right,22,73,Algeria
Mikael Egill Ellertsson,Midfield,181,Left,20,73,
Matthew Garbett,Midfield,188,Right,20,73,New Zealand
Marco Frigerio,Midfield,185,Right,20,73,Italy
Alessandro Sersanti,Midfield,185,Right,20,73,Italy
Christopher Attys,Midfield,186,Right,21,73,Haiti
Erdis Kraja,Defence,182,Right,22,73,Albania
Martin Palumbo,Midfield,180,Right,20,73,Norway
Emmanuel Gyabuaa,Midfield,175,Right,20,73,Italy
Simone Trimboli,Midfield,180,Right,20,73,Italy
Filippo Nardi,Midfield,175,Right,24,73,Italy
Michael Brentan,Midfield,178,Right,20,73,Italy
Iulius Marginean,Midfield,190,Right,21,73,Romania
Giuseppe Leone,Midfield,179,Right,21,73,Italy
Marco Pompetti,Midfield,176,Left,22,73,Italy
Leroy Abanda,Defence,180,Left,22,73,France
Franco Carboni,Midfield,183,Left,19,73,Argentina
Leonardo Buta,Defence,182,Left,20,73,Portugal
Matteo Saccani,Defence,182,Right,21,73,Italy
Andrea Adamoli,Defence,176,Left,21,73,Italy
Luca Falbo,Defence,180,Left,22,73,Italy
Lorenzo Colombini,Defence,181,Left,21,73,Italy
Eyob Zambataro,Midfield,177,Left,23,73,Italy
Fabio Eguelfi,Midfield,178,Left,27,73,Italy
Federico Bergonzi,Defence,174,Right,21,73,Italy
Davide Zugaro,Defence,177,Left,22,73,Italy
Tommaso Barbieri,Defence,181,Right,19,73,Italy
Lorenzo Moretti,Defence,190,Right,20,73,Italy
Stefano Piccinini,Defence,186,Right,19,73,Italy
Diego Stramaccioni,Defence,190,Left,21,73,Italy
Davide de Marino,Defence,186,Right,22,73,Italy
Kaique Rocha,Defence,197,Right,21,73,Brazil
Nicolò Armini,Defence,182,Right,21,73,Italy
Laurens Serpe,Defence,193,Left,21,73,Italy
Luca Coccolo,Defence,187,Left,24,73,Italy
Edoardo Sottini,Defence,180,Left,19,73,Italy
Alessandro Pilati,Defence,190,Right,22,73,Italy
Nicolò Bertola,Defence,185,Right,19,73,Italy
Gabriele Bellodi,Defence,187,Right,21,73,Italy
Erasmo Mulè,Defence,185,Right,23,73,Italy
Ludovico Gelmi,Goalkeeper,191,Right,21,73,Italy
Luca Gemello,Goalkeeper,189,Right,22,73,Italy
Federico Brancolini,Goalkeeper,187,Right,21,73,Italy
Simone Ghidotti,Goalkeeper,185,Right,22,73,Italy
Sebastian Breza,Goalkeeper,185,Right,24,73,Canada
Stefano Greco,Goalkeeper,185,Right,23,73,Italy
Stefano Mazzini,Goalkeeper,191,Right,23,73,Italy
Giacomo Satalino,Goalkeeper,188,Right,23,73,Italy
Gabriel Meli,Goalkeeper,188,Right,23,73,Italy
Mouhamadou Sarr,Goalkeeper,190,Right,25,73,Senegal
Antonio Santurro,Goalkeeper,192,Right,30,73,Italy
Lorenzo Bertini,Attack,192,Right,20,72,Italy
Marco Zunno,Attack,180,Right,21,72,Italy
Eetu Mömmö,Attack,177,Left,20,72,Finland
Nikola Iliev,Attack,183,Right,18,72,Bulgaria
Lorenzo Babbi,Attack,192,Right,22,72,Italy
Valerio Labriola,Midfield,173,Right,21,72,Italy
Niklas Pyyhtiä,Midfield,170,Left,18,72,Finland
Thomas Battistella,Midfield,172,Right,20,72,Italy
Alessandro Pio Riccio,Defence,187,Right,20,72,
Stefano Cella,Defence,185,Right,21,72,Italy
Niccolò Chiorra,Goalkeeper,187,Right,21,72,Italy
Edoardo Colferai,Attack,182,Right,20,70,Italy
Mattia Pagliuca,Attack,180,Right,20,70,Italy
Emil Roback,Attack,186,Right,19,70,Sweden
Blue Mamona,Attack,177,Right,20,70,Italy
Tommaso de Nipoti,Attack,186,Left,18,70,Italy
Gaetano Oristanio,Attack,174,Left,19,70,Italy
Andrea Capone,Attack,181,Right,20,70,Italy
Moustapha Cissé,Attack,180,Left,18,70,Guinea
Luigi Samele,Attack,186,Right,20,70,Italy
Andrea Mattioli,Attack,180,Right,20,70,Italy
Louis Munteanu,Attack,184,Right,20,70,Romania
Emmanuel Ekong,Attack,183,Right,20,70,Sweden
Samuele Oltremarini,Attack,186,Right,19,70,Italy
Marco da Graca,Attack,185,Right,20,70,Italy
Philip Yeboah,Attack,182,Right,19,70,Ghana
Nicolò Cudrig,Attack,182,Right,19,70,Italy
Luan Capanni,Attack,190,Right,22,70,Brazil
Cristian Volpato,Attack,187,Right,18,70,Italy
Elvis Lindkvist,Midfield,183,Left,20,70,Sweden
Mattia Felici,Midfield,179,Right,21,70,Italy
Antonio Cioffi,Midfield,180,Right,19,70,Italy
Kacper Urbanski,Midfield,178,Right,17,70,Poland
Edoardo Iannoni,Midfield,185,Right,21,70,Italy
Bogdan Jocic,Midfield,181,Right,21,70,Serbia
Ruben Providence,Attack,172,Right,21,70,France
Gabriele Capanni,Midfield,176,Right,21,70,Italy
Elias Solberg,Midfield,179,Right,18,70,Norway
Salvatore Rimoli,Attack,175,Left,21,70,Italy
Yannick Cotter,Attack,175,Left,20,70,Switzerland
Brian Bayeye,Defence,182,Right,22,70,France
Tibo Persyn,Midfield,179,Right,20,70,Belgium
Massimo Schirone,Midfield,176,Both,19,70,Italy
Antonio Mionić,Midfield,175,Right,21,70,Croatia
Christian Acella,Midfield,160,Right,20,70,Italy
Samuel Giovane,Midfield,177,Left,19,70,Italy
Luca Schirone,Midfield,178,Right,19,70,Italy
Marco Ballarini,Defence,186,Right,21,70,Italy
Michel Adopo,Midfield,187,Right,21,70,France
Leonardo Benedetti,Midfield,182,Right,22,70,Italy
Matteo Figoli,Midfield,180,Right,21,70,Italy
Cesare Casadei,Midfield,176,Right,19,70,Italy
Alessandro Bianco,Midfield,178,Right,19,70,Italy
Gerard Yepes,Midfield,178,Right,19,70,Spain
Enzo Barrenechea,Midfield,186,Left,21,70,Argentina
Duccio Degli Innocenti,Midfield,180,Right,19,70,Italy
Dimo Krastev,Defence,189,Right,19,70,Bulgaria
Giacomo Faticanti,Midfield,175,Right,17,70,Italy
Luca Belardinelli,Midfield,178,Right,21,70,Italy
Andrea Marino,Midfield,184,Right,21,70,Italy
Filippo Tripi,Defence,180,Right,20,70,Italy
Altin Kryeziu,Midfield,183,Both,20,70,Kosovo
Antonis Siatounis,Defence,183,Left,19,70,Greece
Simone Panada,Midfield,176,Right,20,70,Italy
Biagio Morrone,Midfield,178,Right,22,70,Italy
Riccardo Collodel,Midfield,181,Right,23,70,Italy
Mattia Zanotti,Defence,177,Right,19,70,Italy
Daniel Frey,Defence,175,Right,20,70,Italy
Alessio Girgi,Defence,182,Left,22,70,Italy
Franco Vezzoni,Defence,184,Right,20,70,Argentina
Lenny Borges,Midfield,183,Right,21,70,Germany
Davide Ghislandi,Defence,174,Right,21,70,Italy
Daniel Leo,Defence,183,Right,20,70,Switzerland
Devid Eugene Bouah,Defence,177,Right,20,70,
Giorgio Brogni,Defence,180,Left,21,70,Italy
Roberto Pierno,Defence,178,Right,21,70,Italy
Matteo Pinelli,Defence,176,Left,21,70,Italy
Luca Stanga,Defence,185,Right,20,70,Italy
Wisdom Amey,Defence,187,Right,16,70,Italy
Matteo Anzolin,Defence,181,Left,21,70,Italy
Luca Munaretti,Defence,187,Left,20,70,Italy
Francesco Donati,Defence,185,Right,21,70,Italy
Giorgio Cittadini,Defence,180,Right,20,70,Italy
Dimitrios Keramitsis,Defence,193,Right,18,70,Greece
Christian Celesia,Defence,183,Left,20,70,Italy
Axel Guessand,Defence,184,Left,17,70,France
Antony Angileri,Defence,188,Right,21,70,Italy
Amir Feratović,Defence,189,Left,20,70,Slovenia
Ilario Monterisi,Defence,179,Right,20,70,Italy
Nikita Vlasenko,Defence,190,Right,21,70,Switzerland
Riad Tahar,Defence,184,Right,20,70,France
Jorge Silva,Defence,185,Right,23,70,Portugal
Filippo Forni,Defence,192,Left,23,70,Italy
Tommaso Farabegoli,Defence,186,Right,23,70,Italy
Matteo Salvi,Defence,196,Right,23,70,Italy
Giovanni Garofani,Goalkeeper,188,Right,19,70,Italy
Andreas Jungdal,Goalkeeper,195,Right,20,70,Denmark
Dorian Ciezkowski,Goalkeeper,192,Left,21,70,Poland
Antonio Russo,Goalkeeper,188,Right,22,70,Italy
Pietro Boer,Goalkeeper,193,Right,20,70,Italy
Davide Marfella,Goalkeeper,182,Right,22,70,Italy
Hubert Idasiak,Goalkeeper,185,Right,20,70,Poland
Alessandro Sorrentino,Goalkeeper,181,Right,20,70,Italy
Stefano Rubbi,Goalkeeper,193,Right,19,70,Italy
Marco Alia,Goalkeeper,185,Right,22,70,Albania
Khadim Ndiaye,Goalkeeper,200,Right,22,70,Senegal
Leandro Pratelli,Goalkeeper,196,Right,19,70,Italy
Filip Stanković,Goalkeeper,177,Right,20,70,Serbia
Marco Molla,Goalkeeper,192,Right,20,70,Chile
Lorenzo Avogadri,Goalkeeper,186,Right,20,70,Italy
Fabrizio Bagheria,Goalkeeper,185,Right,21,70,Italy
Manuel Gasparini,Goalkeeper,182,Right,20,70,Italy
Jonathan Italeng,Attack,185,Right,20,68,Cameroon
Diego Zuppel,Attack,192,Right,19,68,Italy
Matias Fonseca,Attack,181,Right,21,68,Argentina
